"iata","name","state","country","latitude","longitude","totalflights","numberofdelays","delaypercentage"
"D50","Crosby Municipal","ND","USA","48.92851556","-103.2972514","","",""
"8V2","Stuart-Atkinson Municipal","NE","USA","42.56250167","-99.03787611","","",""
"CGF","Cuyahoga County","OH","USA","41.56512389","-81.48635389","","",""
"SGH","Springfield-Beckley Municipal","OH","USA","39.84028194","-83.84015056","","",""
"1K4","David J. Perry","OK","USA","35.1550675","-97.47039389","","",""
"OOK","Toksook Bay","AK","USA","60.53337639","-165.1139636","","",""
"FDW","Fairfield County","SC","USA","34.31547222","-81.10880556","","",""
"EFT","Monroe Municipal","WI","USA","42.61493972","-89.59075583","","",""
"97M","Ekalaka","MT","USA","45.87791444","-104.5375072","","",""
"I34","Greensburg-Decatur County ","IN","USA","39.32691111","-85.52252694","","",""
"S30","Lebanon State","OR","USA","44.529845","-122.9295336","","",""
"JZP","Pickens County","GA","USA","34.45147972","-84.45659278","","",""
"N93","New Golovin","AK","USA","64.55305556","-163.0088889","","",""
"PAQ","Palmer Municipal","AK","USA","61.59474194","-149.0888242","","",""
"1D7","Webster Municipal","SD","USA","45.29329111","-97.51369889","","",""
"Q00","Littlefield Municipal","TX","USA","33.92395306","-102.3866831","","",""
"7K0","Pike County-Hatcher ","KY","USA","37.56173889","-82.56660694","","",""
"AUN","Auburn Municipal","CA","USA","38.95476944","-121.0820806","","",""
"ND66","Washburn Municipal","ND","USA","47.35305","-101.0273681","","",""
"CDB","Cold Bay","AK","USA","55.20559972","-162.7242628","","",""
"RBL","Red Bluff Municipal","CA","USA","40.15065667","-122.2522903","","",""
"PBF","Grider ","AR","USA","34.17498722","-91.93472028","","",""
"OTM","Ottumwa Industrial","IA","USA","41.10659611","-92.44793972","","",""
"DLL","Baraboo - Wisconsin Dells","WI","USA","43.52195389","-89.77090222","","",""
"E01","Monahans-Roy Hurd Memorial","TX","USA","31.58246583","-102.9090428","","",""
"HMT","Hemet-Ryan","CA","USA","33.73398167","-117.0225258","","",""
"10U","Owyhee","NV","USA","41.95323306","-116.1876014","","",""
"VAY","South Jersey Reg","NJ","USA","39.94289056","-74.84571944","","",""
"PVJ","Pauls Valley Municipal","OK","USA","34.71105361","-97.22321694","","",""
"AKI","Akiak","AK","USA","60.90481194","-161.2270189","","",""
"5A9","Roosevelt Memorial","GA","USA","32.93346222","-84.68881639","","",""
"MHR","Sacramento Mather","CA","USA","38.55389694","-121.2975908","","",""
"SQL","San Carlos","CA","USA","37.511855","-122.2495236","","",""
"EKA","Murray ","CA","USA","40.80338889","-124.1127917","","",""
"D77","Lancaster","NY","USA","42.92228111","-78.61224889","","",""
"JMR","Mora Municipal","MN","USA","45.88609722","-93.27177833","","",""
"PEQ","Pecos Municipal","TX","USA","31.3823575","-103.5107017","","",""
"SER","Freeman Municipal","IN","USA","38.92355361","-85.90736556","","",""
"PEC","Pelican SPB","AK","USA","57.95517222","-136.2362733","","",""
"CFD","Coulter ","TX","USA","30.71569444","-96.33136111","","",""
"BWD","Brownwood Municipal","TX","USA","31.79362222","-98.95649528","","",""
"GNB","Granby-Grand County","CO","USA","40.08970806","-105.9172367","","",""
"OSH","Wittman Regional","WI","USA","43.98436639","-88.55705944","","",""
"MOP","Mount Pleasant Municipal","MI","USA","43.62166833","-84.737485","","",""
"CKP","Cherokee Municipal","IA","USA","42.73147222","-95.55613889","","",""
"S21","Sunriver","OR","USA","43.87633333","-121.4530556","","",""
"F39","Grayson County","TX","USA","33.71411111","-96.67366667","","",""
"AKH","Gastonia Municipal","NC","USA","35.20265944","-81.1498675","","",""
"35S","Wasco State","OR","USA","45.58944444","-120.6741667","","",""
"HEE","Thompson-Robbins","AR","USA","34.57648972","-90.67588639","","",""
"GZH","Middleton ","AL","USA","31.41580111","-87.04404333","","",""
"GBG","Galesburg Municipal","IL","USA","40.93800194","-90.43112556","","",""
"S31","Lopez Island","WA","USA","48.48259944","-122.9368444","","",""
"33M","Water Valley ","MS","USA","34.16677639","-89.68619722","","",""
"MGY","Dayton Wright Brothers","OH","USA","39.58897222","-84.22486111","","",""
"BFF","Scotts Bluff County","NE","USA","41.87402778","-103.5956389","","",""
"87Y","Blackhawk Airfield","WI","USA","43.10491444","-89.18553833","","",""
"AJO","Corona Municipal","CA","USA","33.89765389","-117.60244","","",""
"OR33","Boardman","OR","USA","45.814825","-119.8205006","","",""
"E15","Graham Municipal","TX","USA","33.11022222","-98.55527861","","",""
"MCD","Mackinac Island","MI","USA","45.86493444","-84.63734444","","",""
"BHB","Hancock Co-Bar Harbor","ME","USA","44.44969444","-68.3615","","",""
"HBR","Hobart Municipal","OK","USA","34.9913075","-99.0513525","","",""
"CKM","Fletcher ","MS","USA","34.29971","-90.51231611","","",""
"65J","Wrens Memorial","GA","USA","33.222645","-82.38373611","","",""
"02G","Columbiana County","OH","USA","40.67331278","-80.64140639","","",""
"1F9","Bridgeport Municipal","TX","USA","33.17533333","-97.82838889","","",""
"BRY","Samuels ","KY","USA","37.81432167","-85.49963806","","",""
"F08","Eufaula Municipal","OK","USA","35.29593194","-95.62526417","","",""
"N53","Stroudsburg-Pocono","PA","USA","41.03587167","-75.16067889","","",""
"GVQ","Genesee Cty","NY","USA","43.03172639","-78.16759972","","",""
"9D1","Gregory Municipal","SD","USA","43.22174722","-99.4033","","",""
"1M7","Fulton","KY","USA","36.52589417","-88.91561611","","",""
"S60","Kenmore Air Harbor Inc","WA","USA","47.75482","-122.2592931","","",""
"HDC","Hammond Municipal","LA","USA","30.52096889","-90.41762056","","",""
"09A","Butler-Choctaw County","AL","USA","32.11931306","-88.1274625","","",""
"VLA","Vandalia Municipal","IL","USA","38.99130556","-89.16622222","","",""
"MYV","Yuba County","CA","USA","39.09777278","-121.569825","","",""
"6M2","Horseshoe Bend","AR","USA","36.21673389","-91.75014556","","",""
"MDZ","Taylor County ","WI","USA","45.10097556","-90.30341","","",""
"E91","Chinle Municipal","AZ","USA","36.11088056","-109.5754222","","",""
"JBR","Jonesboro Municipal","AR","USA","35.83186111","-90.64616667","","",""
"RRL","Merrill Municipal","WI","USA","45.19927083","-89.71143389","","",""
"EVM","Eveleth-Virginia Muni","MN","USA","47.42507778","-92.49846944","","",""
"5F1","Post-Garza County Municipal","TX","USA","33.20370556","-101.340415","","",""
"ISN","Sloulin Field International","ND","USA","48.17793861","-103.6423467","","",""
"N24","Questa Municipal Nr 2","NM","USA","36.80030556","-105.5975","","",""
"S83","Shoshone County","ID","USA","47.54769889","-116.1885008","","",""
"D87","Harbor Springs","MI","USA","45.42556528","-84.91338389","","",""
"N57","New Garden Flying ","PA","USA","39.83052639","-75.76974472","","",""
"TDF","Person County","NC","USA","36.28489194","-78.98422694","","",""
"14M","Hollandale Municipal","MS","USA","33.18262167","-90.83065444","","",""
"FVE","Northern Aroostook Regional","ME","USA","47.28550417","-68.31275","","",""
"IEM","Whittier","AK","USA","60.7772125","-148.7215775","","",""
"ORE","Orange Municipal","MA","USA","42.57011889","-72.28860667","","",""
"GAB","Gabbs","NV","USA","38.92409111","-117.9590072","","",""
"PGD","Charlotte County","FL","USA","26.92019444","-81.99052778","","",""
"EWU","Newtok","AK","USA","60.93865417","-164.6412147","","",""
"AGC","Allegheny Cty","PA","USA","40.35440139","-79.93016889","","",""
"1A7","Jackson County","TN","USA","36.39728139","-85.64164278","","",""
"0S9","Jefferson County International","WA","USA","48.04981361","-122.8012792","","",""
"SDP","Sand Point Municipal","AK","USA","55.31502778","-160.5176944","","",""
"M75","Malta","MT","USA","48.36694167","-107.9193444","","",""
"TQE","Municipal","NE","USA","41.76352778","-96.17794444","","",""
"HVN","Tweed-New Haven","CT","USA","41.26389889","-72.8871","","",""
"O02","Nervino","CA","USA","39.82073556","-120.3543767","","",""
"LRG","Lincoln Regional","ME","USA","45.36216083","-68.53474694","","",""
"KNW","Stuyahok","AK","USA","59.44955333","-157.3271908","","",""
"SNH","Savannah Hardin County","TN","USA","35.17036","-88.21587","","",""
"VCT","Victoria Regional","TX","USA","28.85255556","-96.91848722","","",""
"EPM","Eastport Municipal","ME","USA","44.91011111","-67.01269444","","",""
"BIG","Allen AAF","AK","USA","63.99454722","-145.7216417","","",""
"0E0","Moriarty","NM","USA","34.98560639","-106.0094661","","",""
"L42","Allen Parish","LA","USA","30.75016667","-92.68847222","","",""
"WWD","Cape May Cty ","NJ","USA","39.00850694","-74.90827389","","",""
"I93","Breckinridge County","KY","USA","37.78505944","-86.44192194","","",""
"32M","Norfolk","MA","USA","42.12787528","-71.37033556","","",""
"2A1","Jamestown Municipal","TN","USA","36.34970833","-84.94664472","","",""
"SPG","Albert Whitted Municipal ","FL","USA","27.76511111","-82.62697222","","",""
"ASL","Marshall - Harrison County","TX","USA","32.5205","-94.30777778","","",""
"BLF","Mercer Cty","WV","USA","37.29579944","-81.20769056","","",""
"CNO","Chino","CA","USA","33.97469444","-117.6366111","","",""
"T03","Tuba City","AZ","USA","36.09276972","-111.3826419","","",""
"PWA","Wiley Post","OK","USA","35.53455","-97.64721556","","",""
"OKS","Garden County","NE","USA","41.40097222","-102.3550278","","",""
"M23","James H. Easom ","MS","USA","32.31181111","-89.13589194","","",""
"S93","Cle Elum Municipal","WA","USA","47.18317583","-120.884525","","",""
"TOB","Dodge Center","MN","USA","44.018","-92.8315","","",""
"2K3","Stanton County Municipal","KS","USA","37.58271111","-101.73281","","",""
"VES","Darke County","OH","USA","40.20441667","-84.53191667","","",""
"12K","Superior Municipal","NE","USA","40.04636111","-98.06011111","","",""
"PNC","Ponca City Municipal","OK","USA","36.73058417","-97.09976833","","",""
"DTS","Destin-Ft. Walton Beach","FL","USA","30.40006111","-86.47147722","","",""
"CFT","Greenlee County","AZ","USA","32.95284306","-109.2103453","","",""
"EFW","Jefferson Municipal","IA","USA","42.01016667","-94.34258333","","",""
"M08","William L. Whitehurst ","TN","USA","35.21445944","-89.04336222","","",""
"49T","Downtown Heliport","TX","USA","32.77333333","-96.80027778","","",""
"TOA","Zamperini ","CA","USA","33.8033775","-118.3396","","",""
"LHV","Wm T Piper Memorial","PA","USA","41.13618028","-77.42053556","","",""
"E35","Fabens","TX","USA","31.51567306","-106.1471978","","",""
"AVK","Alva Regional","OK","USA","36.77317","-98.66994611","","",""
"LZU","Gwinnett County ","GA","USA","33.97807611","-83.96237722","","",""
"11R","Brenham Municipal","TX","USA","30.219","-96.37427778","","",""
"DTO","Denton Municipal","TX","USA","33.20072167","-97.19797722","","",""
"LSN","Los Banos Municipal","CA","USA","37.06290556","-120.8692511","","",""
"INK","Winkler County","TX","USA","31.77962833","-103.2013619","","",""
"DCK","Dahl Creek","AK","USA","66.94333806","-156.9046739","","",""
"DEC","Decatur","IL","USA","39.8345625","-88.86568917","","",""
"O59","Cedarville","CA","USA","41.55267139","-120.1663339","","",""
"6M6","Lewis County Regional","MO","USA","40.12916667","-91.67833333","","",""
"IDI","Indiana Cty/Jimmy Stewart","PA","USA","40.63222222","-79.10552778","","",""
"CDR","Chadron Municipal","NE","USA","42.83755556","-103.0954167","","",""
"GAG","Gage","OK","USA","36.29553889","-99.77642361","","",""
"CNU","Chanute Martin Johnson","KS","USA","37.66879722","-95.48506444","","",""
"BVN","Albion Municipal","NE","USA","41.72857778","-98.05575972","","",""
"Q21","Brownsville","CA","USA","39.45544417","-121.2913511","","",""
"OWB","Owensboro-Daviess County","KY","USA","37.74011111","-87.16683333","","",""
"IIB","Independence Municipal","IA","USA","42.45359833","-91.94761833","","",""
"EAR","Kearney Municipal","NE","USA","40.72702778","-99.00677778","","",""
"AQC","Klawock SPB","AK","USA","55.5546575","-133.1016928","","",""
"U14","Nephi Municipal","UT","USA","39.73884333","-111.8716011","","",""
"D04","Bowman Municipal","ND","USA","46.18699111","-103.4280806","","",""
"PKF","Park Falls Municipal","WI","USA","45.95502361","-90.42441806","","",""
"25J","Cuthbert-Randolph","GA","USA","31.70016583","-84.82492194","","",""
"DDH","William H. Morse State","VT","USA","42.8913325","-73.2464075","","",""
"OH30","Put In Bay","OH","USA","41.63674333","-82.82833333","","",""
"U52","Beaver Municipal","UT","USA","38.23071","-112.6753497","","",""
"RDV","Red Devil","AK","USA","61.78764333","-157.3479344","","",""
"LAL","Lakeland Linder Regional","FL","USA","27.98891667","-82.01855556","","",""
"GKT","Gatlinburg-Pigeon Forge","TN","USA","35.85775889","-83.52870472","","",""
"9A5","Barwick-LaFayette ","GA","USA","34.68896917","-85.29023333","","",""
"VVV","Ortonville Municipal","MN","USA","45.30566472","-96.42442278","","",""
"9S9","Lexington","OR","USA","45.45263139","-119.6886361","","",""
"TRL","Terrell Municipal","TX","USA","32.71004667","-96.26742306","","",""
"50J","Berkeley County","SC","USA","33.18605556","-80.03563889","","",""
"S28","International Peace Garden","ND","USA","48.99778194","-100.0434589","","",""
"OCF","Ocala Regional/Jim Taylor ","FL","USA","29.17261111","-82.22416667","","",""
"SNP","St. Paul","AK","USA","57.16733333","-170.2204444","","",""
"INL","Falls International","MN","USA","48.56618722","-93.40306667","","",""
"BBW","Broken Bow Municipal","NE","USA","41.43645056","-99.64216861","","",""
"PHD","Harry Clever ","OH","USA","40.47091667","-81.41975","","",""
"BVX","Batesville Regional","AR","USA","35.726105","-91.64736083","","",""
"9G1","West Penn","PA","USA","40.60423333","-79.82060611","","",""
"PQI","Northern Maine Regional","ME","USA","46.68896","-68.04479972","","",""
"M29","Hassel ","TN","USA","35.38507528","-87.96752833","","",""
"38U","Wayne Wonderland","UT","USA","38.36247972","-111.5960164","","",""
"PMZ","Plymouth Municipal","NC","USA","35.80843944","-76.75927694","","",""
"4R9","Dauphin Island","AL","USA","30.26048083","-88.12749972","","",""
"I39","Madison County","KY","USA","37.63152778","-84.33244444","","",""
"1N7","Blairstown","NJ","USA","40.97114556","-74.99747556","","",""
"HTL","Roscommon County","MI","USA","44.35980556","-84.67111111","","",""
"D42","Springfield Municipal","MN","USA","44.23107","-94.99893444","","",""
"MAE","Madera Municipal","CA","USA","36.9857175","-120.1119844","","",""
"4I0","Mingo County","WV","USA","37.68760139","-82.26097306","","",""
"SEE","Gillespie ","CA","USA","32.82623111","-116.9724497","","",""
"S12","Albany Municipal","OR","USA","44.63781639","-123.0594486","","",""
"DUJ","Du Bois-Jefferson Cty","PA","USA","41.17826611","-78.89869778","","",""
"SLG","Smith ","AR","USA","36.19060778","-94.49088306","","",""
"BYG","Johnson County","WY","USA","44.38108528","-106.7217897","","",""
"ORV","Robert(Bob) Curtis Memorial","AK","USA","66.82852667","-161.0277908","","",""
"MIW","Marshalltown Municipal","IA","USA","42.11272639","-92.91778778","","",""
"LHX","La Junta Muni","CO","USA","38.05134111","-103.5106908","","",""
"7S5","Independence State","OR","USA","44.86676444","-123.1982475","","",""
"50K","Pawnee City Municipal","NE","USA","40.11611111","-96.19445278","","",""
"LHD","Lake Hood SPB","AK","USA","61.18000361","-149.9719322","","",""
"LGD","La Grande/Union County","OR","USA","45.29020944","-118.0071108","","",""
"3O5","Walters Municipal","OK","USA","34.37258444","-98.40588583","","",""
"ABO","Antonio (Nery) Juarbe Pol","PR","USA","18.45111111","-66.67555556","","",""
"A14","Portage Creek","AK","USA","58.906485","-157.7141078","","",""
"6K8","Tok Junction","AK","USA","63.32881806","-142.9536194","","",""
"AKW","Klawock","AK","USA","55.57923333","-133.0759972","","",""
"HCO","Hallock Municipal","MN","USA","48.75273139","-96.94300306","","",""
"7A3","Lanett Municipal","AL","USA","32.81204611","-85.22958111","","",""
"AHQ","Wahoo Municipal","NE","USA","41.24133333","-96.59402778","","",""
"15Z","McCarthy 2","AK","USA","61.43706083","-142.9037372","","",""
"K24","Russell County","KY","USA","37.00888889","-85.10277778","","",""
"0M5","Humphreys County","TN","USA","36.11659972","-87.73815889","","",""
"0V4","Brookneal/Campbell County","VA","USA","37.14172222","-79.01638889","","",""
"79D","Philippi-Barbour County Regional","WV","USA","39.16620778","-80.06258056","","",""
"MQJ","Mount Comfort","IN","USA","39.84348556","-85.89706389","","",""
"RNV","Cleveland Municipal","MS","USA","33.76114056","-90.75787528","","",""
"L26","Hesperia","CA","USA","34.37722333","-117.3158783","","",""
"HNR","Harlan Municipal","IA","USA","41.58438889","-95.33963889","","",""
"OAR","Marina Municipal","CA","USA","36.68190278","-121.7624492","","",""
"DGW","Converse County","WY","USA","42.79725","-105.3857361","","",""
"2Y3","Yakutat SPB","AK","USA","59.5624775","-139.7410994","","",""
"TT01","Pagan Airstrip","CQ","USA","18.12444444","-145.7686111","","",""
"BLV","Scott AFB/MidAmerica ","IL","USA","38.54517861","-89.83518444","","",""
"SCM","Scammon Bay","AK","USA","61.84454111","-165.5737492","","",""
"RBY","Ruby","AK","USA","64.72721556","-155.4698886","","",""
"MEV","Minden-Tahoe","NV","USA","39.00030889","-119.7508064","","",""
"BTP","Butler Cty","PA","USA","40.77692611","-79.94972417","","",""
"EXI","Excursion Inlet SPB","AK","USA","58.42049861","-135.4490328","","",""
"GWO","Greenwood-Leflore","MS","USA","33.49432667","-90.084705","","",""
"4B9","Simsbury Tri-Town","CT","USA","41.91676389","-72.77731778","","",""
"14J","Carl Folsom","AL","USA","31.40988861","-86.08883583","","",""
"TCS","Truth Or Consequences Municipal","NM","USA","33.23694444","-107.27175","","",""
"PLD","Portland Municipal","IN","USA","40.45076167","-84.99007917","","",""
"K29","Council","AK","USA","64.89788278","-163.7034472","","",""
"K57","Gould Peterson Municipal","MO","USA","40.44583139","-95.36275806","","",""
"CRT","Crossett Municipal","AR","USA","33.17833278","-91.88018806","","",""
"Q44","Beaver Municipal","OK","USA","36.79891472","-100.5298708","","",""
"51D","Edgeley Municipal ","ND","USA","46.34858333","-98.73555556","","",""
"O05","Rogers ","CA","USA","40.28235278","-121.2411683","","",""
"S05","Bandon State","OR","USA","43.08733083","-124.4095578","","",""
"ONM","Socorro Municipal","NM","USA","34.02247222","-106.9031389","","",""
"TOR","Torrington Muni","WY","USA","42.0645475","-104.1526986","","",""
"MXA","Manila Municipal","AR","USA","35.89444444","-90.15456944","","",""
"FKN","Franklin Municipal-John Beverly Rose","VA","USA","36.69817806","-76.90312694","","",""
"2Q3","Yolo Co-Davis/Woodland/Winters","CA","USA","38.5790725","-121.8566322","","",""
"2B9","Post Mills","VT","USA","43.884235","-72.25370333","","",""
"S47","Tillamook","OR","USA","45.41824194","-123.8143839","","",""
"74V","Roosevelt Municipal","UT","USA","40.27829167","-110.0512619","","",""
"EKQ","Wayne County","KY","USA","36.85527778","-84.85613889","","",""
"BFW","Silver Bay Municipal","MN","USA","47.24902778","-91.41558333","","",""
"RNH","New Richmond Municipal","WI","USA","45.14831139","-92.53806139","","",""
"MCK","McCook Municipal","NE","USA","40.20638889","-100.5918056","","",""
"62S","Christmas Valley","OR","USA","43.23653139","-120.6660967","","",""
"VIQ","Neillsville Municipal","WI","USA","44.55812861","-90.51224694","","",""
"M46","Colstrip","MT","USA","45.85285","-106.7092722","","",""
"ENL","Centralia Municipal","IL","USA","38.51479889","-89.09217944","","",""
"DAG","Barstow-Daggett","CA","USA","34.85371333","-116.7866875","","",""
"ROG","Rogers Municipal-Carter ","AR","USA","36.37229667","-94.10686972","","",""
"O22","Columbia","CA","USA","38.03042306","-120.4145556","","",""
"9G3","Akron","NY","USA","43.02108667","-78.48296778","","",""
"1H8","Casey Municipal","IL","USA","39.30250917","-88.00406194","","",""
"F89","Winnsboro Municipal","LA","USA","32.15431917","-91.70012472","","",""
"OLV","Olive Branch","MS","USA","34.97875","-89.78683333","","",""
"IWD","Gogebic County","MI","USA","46.52747472","-90.13139667","","",""
"F88","Jonesboro","LA","USA","32.20199028","-92.73293028","","",""
"D22","Angola ","NY","USA","42.66010111","-78.99115556","","",""
"WA21","Grand Coulee Dam","WA","USA","47.92348361","-119.0805789","","",""
"PVG","Hampton Roads Executive","VA","USA","36.78014889","-76.44883472","","",""
"NH12","Plymouth Municipal","NH","USA","43.77923806","-71.75369056","","",""
"M79","John H Hooks Jr Memorial","LA","USA","32.48633611","-91.77087528","","",""
"T97","Calhoun County","TX","USA","28.65405111","-96.6813125","","",""
"I35","Tucker-Guthrie Memorial","KY","USA","36.85981028","-83.36101639","","",""
"UDD","Bermuda Dunes","CA","USA","33.7484375","-116.2748133","","",""
"31F","Gaines County","TX","USA","32.67535389","-102.652685","","",""
"PYX","Perryton Ochiltree County","TX","USA","36.41200333","-100.7517883","","",""
"3A3","Anson County","NC","USA","35.02397611","-80.08127333","","",""
"ROS","Rush City Regional","MN","USA","45.69801389","-92.95298972","","",""
"AJR","Habersham County","GA","USA","34.50081944","-83.55487","","",""
"Q55","Dimmitt Municipal","TX","USA","34.56673556","-102.3226947","","",""
"IEN","Pine Ridge","SD","USA","43.02257694","-102.5110728","","",""
"EMM","Kemmerer Municipal","WY","USA","41.82494611","-110.5590586","","",""
"CXP","Carson","NV","USA","39.19222972","-119.7343611","","",""
"12J","Brewton Municipal","AL","USA","31.05126306","-87.06796833","","",""
"CRX","Roscoe Turner ","MS","USA","34.91496778","-88.60348361","","",""
"CFJ","Crawfordsville Municipal","IN","USA","39.97562861","-86.91986361","","",""
"RCX","Rusk County","WI","USA","45.49825694","-91.00186361","","",""
"0I8","Cynthiana-Harrison County","KY","USA","38.36674167","-84.28410056","","",""
"5M9","Marion-Crittenden County","KY","USA","37.33616222","-88.11113611","","",""
"FEP","Albertus","IL","USA","42.24626722","-89.58223944","","",""
"06A","Moton  Municipal","AL","USA","32.46047167","-85.68003611","","",""
"RKW","Rockwood Municipal","TN","USA","35.922295","-84.68966278","","",""
"F44","Athens Jones Municipal","TX","USA","32.16384778","-95.82835306","","",""
"RVL","Mifflin Cty","PA","USA","40.67737417","-77.62682833","","",""
"A32","Butte Valley","CA","USA","41.88709222","-121.9755614","","",""
"GFZ","Greenfield Municipal","IA","USA","41.32702778","-94.44572222","","",""
"ATS","Artesia Municipal","NM","USA","32.85252806","-104.4676864","","",""
"FIT","Fitchburg Municipal","MA","USA","42.55412194","-71.75895639","","",""
"9W7","Currituck County","NC","USA","36.39893194","-76.01631111","","",""
"CKV","Outlaw ","TN","USA","36.62188083","-87.41495361","","",""
"3Z9","Haines SPB","AK","USA","59.23495111","-135.4407181","","",""
"Z08","Ofu","AS","USA","14.18435056","-169.6700236","","",""
"L04","Holtville","CA","USA","32.84032361","-115.2674806","","",""
"Y03","Springfield Municipal","SD","USA","42.87999833","-97.90117972","","",""
"HUS","Hughes","AK","USA","66.04112167","-154.2631903","","",""
"SWT","Seward Municipal","NE","USA","40.86525806","-97.10931306","","",""
"0G3","Tecumseh Municipal","NE","USA","40.39944417","-96.17139694","","",""
"SAW","Sawyer","MI","USA","46.35361111","-87.39583222","","",""
"SFD","Bob Wiley ","SD","USA","43.39058278","-99.84256194","","",""
"9A3","Chuathbaluk","AK","USA","61.58317306","-159.2359667","","",""
"JYL","Plantation Airpark","GA","USA","32.64544861","-81.59649722","","",""
"1H0","Creve Coeur","MO","USA","38.72752","-90.50830417","","",""
"GDY","Grundy Municipal","VA","USA","37.23240111","-82.12499083","","",""
"17J","Donalsonville Municipal","GA","USA","31.00694444","-84.87761111","","",""
"H88","Municipal","MO","USA","37.605825","-90.28731389","","",""
"FPR","St. Lucie County International","FL","USA","27.49505556","-80.36827778","","",""
"AFM","Ambler","AK","USA","67.10610472","-157.8536203","","",""
"GNG","Gooding Municipal","ID","USA","42.91716639","-114.7651575","","",""
"LVK","Livermore Municipal","CA","USA","37.69339944","-121.8203519","","",""
"ODX","Evelyn Sharp ","NE","USA","41.62425","-98.95236111","","",""
"3WO","Shawano Municipal","WI","USA","44.78777778","-88.56152444","","",""
"LAA","Lamar Muni","CO","USA","38.06969444","-102.6885","","",""
"EUL","Caldwell Industrial","ID","USA","43.64186111","-116.6357778","","",""
"DLO","Delano Municipal","CA","USA","35.74558056","-119.2365039","","",""
"AMW","Ames Municipal","IA","USA","41.99206972","-93.62180139","","",""
"HAO","Hamilton-Fairfield","OH","USA","39.36448861","-84.52457722","","",""
"UDG","Darlington County","SC","USA","34.44919444","-79.89036111","","",""
"SHN","Sanderson ","WA","USA","47.23355556","-123.1475556","","",""
"RBW","Walterboro Municipal","SC","USA","32.92052778","-80.64125","","",""
"EHA","Elkhart-Morton County","KS","USA","37.00188194","-101.8821258","","",""
"N66","Oneonta Muni","NY","USA","42.52476694","-75.06446167","","",""
"BKD","Breckenridge Stephens County","TX","USA","32.71904694","-98.89099972","","",""
"3J1","Ridgeland","SC","USA","32.49268694","-80.99233028","","",""
"C73","Dixon Muni-Charles R Walgreen ","IL","USA","41.83369889","-89.44621333","","",""
"47A","Cherokee County","GA","USA","34.31058333","-84.42391667","","",""
"AUO","Auburn-Opelik","AL","USA","32.61635417","-85.43355944","","",""
"VJI","Virginia Highlands","VA","USA","36.68711028","-82.03333583","","",""
"EKY","Bessemer Municipal","AL","USA","33.31288444","-86.92591889","","",""
"NRN","Norton Municipal ","KS","USA","39.84914444","-99.89320583","","",""
"WHP","Whiteman","CA","USA","34.25932528","-118.4134331","","",""
"PGM","Port Graham","AK","USA","59.34825944","-151.8315389","","",""
"98D","Onida Municipal","SD","USA","44.70414917","-100.1087353","","",""
"UKF","Wilkes County","NC","USA","36.22284028","-81.0983375","","",""
"PNE","Northeast Philadelphia","PA","USA","40.08194417","-75.01058667","","",""
"LWT","Lewistown Muni","MT","USA","47.04913944","-109.4666006","","",""
"APF","Naples Municipal","FL","USA","26.15247222","-81.77544444","","",""
"UOS","Franklin County","TN","USA","35.20397028","-85.89858889","","",""
"AXV","Neil Armstrong","OH","USA","40.49338889","-84.29894444","","",""
"7KA","Tatitlek","AK","USA","60.86890528","-146.6864653","","",""
"N69","Stormville","NY","USA","41.57698222","-73.73235278","","",""
"CII","Choteau","MT","USA","47.82528056","-112.1662136","","",""
"OPL","St Landry Parish - Ahart ","LA","USA","30.55840556","-92.099375","","",""
"M40","Monroe County","MS","USA","33.87374861","-88.48967833","","",""
"AZC","Colorado City Municipal","AZ","USA","36.95994444","-113.0138889","","",""
"Y55","Crandon Municipal","WI","USA","45.51662972","-88.93344694","","",""
"PWK","Palwaukee","IL","USA","42.11418083","-87.90148083","","",""
"H21","Camdenton Memorial","MO","USA","37.97468528","-92.69161528","","",""
"D07","Faith Municipal","SD","USA","45.03609417","-102.0198803","","",""
"AND","Anderson County","SC","USA","34.49494444","-82.70902778","","",""
"T80","Kleberg County","TX","USA","27.55086111","-98.03091833","","",""
"EMV","Emporia-Greensville Regional","VA","USA","36.68691667","-77.48280556","","",""
"SDL","Scottsdale","AZ","USA","33.622875","-111.9105333","","",""
"RIW","Riverton Regional","WY","USA","43.064235","-108.4598411","","",""
"PWC","Pine River Regional","MN","USA","46.7247875","-94.3817","","",""
"ECS","Mondell ","WY","USA","43.88545056","-104.3179178","","",""
"M52","Franklin-Wilkins","TN","USA","35.65131944","-88.37893444","","",""
"TVF","Thief River Falls Regional","MN","USA","48.06550028","-96.18336083","","",""
"2V6","Yuma Municipal","CO","USA","40.10415306","-102.7129869","","",""
"ROX","Roseau Municipal","MN","USA","48.85603806","-95.69703861","","",""
"H71","Mid-America Industrial","OK","USA","36.22539389","-95.33006333","","",""
"CYW","Clay Center Municipal","KS","USA","39.38713889","-97.15721417","","",""
"1F4","Madill Municipal","OK","USA","34.14040194","-96.81203222","","",""
"5T5","Hillsboro Municipal","TX","USA","32.08348611","-97.09722722","","",""
"0B8","Elizabeth ","NY","USA","41.25130806","-72.03161139","","",""
"VUJ","Stanly County","NC","USA","35.41669472","-80.15079556","","",""
"DQH","Douglas Municipal","GA","USA","31.47780833","-82.85961556","","",""
"PIB","Hattiesburg-Laurel Regional","MS","USA","31.46714944","-89.33705778","","",""
"CNW","TSTC-Waco","TX","USA","31.63783139","-97.07413889","","",""
"6A3","Andrews-Murphy","NC","USA","35.19453167","-83.86490194","","",""
